TIMESTAMP,SYMBOL,ACTION,PRICE,QTY,RESULT
1770206221,LIT_USDC_PERP,ENTRY_SHORT,1.4921,6.7,PENDING
1770206891,SKR_USDC_PERP,ENTRY_SHORT,0.017227,580.0,PENDING
1770206929,SKR_USDC_PERP,ENTRY_SHORT,0.017215,580.0,PENDING
1770207022,SKR_USDC_PERP,ENTRY_SHORT,0.017212,580.0,PENDING
1770208576,ZAMA_USDC_PERP,ENTRY_SHORT,0.031562,310.0,PENDING
1770209799,ZAMA_USDC_PERP,ENTRY_SHORT,0.031098,320.0,PENDING
1770210362,STABLE_USDC_PERP,ENTRY_SHORT,0.025954,380.0,PENDING
1770210401,STABLE_USDC_PERP,ENTRY_SHORT,0.025901,380.0,PENDING
